 LN(EARNINGS/WK)   EDUC (YEARS)     EXP(YEARS)         AGE              FED             MED            KWW             IQ              WHITE
  5.4427093e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  1.1000000e+001  1.2000000e+001  2.8000000e+001  1.0900000e+002  1.0000000e+000
  5.9317093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  0.0000000e+000  3.6000000e+001  8.5000000e+001  1.0000000e+000
  6.0477093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  1.2000000e+001  5.0000000e+001  8.5000000e+001  1.0000000e+000
  5.7037093e+000  1.4000000e+001  9.0000000e+000  2.9000000e+001  1.0000000e+001  1.1000000e+001  3.2000000e+001  1.0600000e+002  1.0000000e+000
  6.3971744e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.0000000e+001  1.0000000e+001  3.0000000e+001  1.0100000e+002  1.0000000e+000
  6.3471744e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  9.0000000e+000  1.2000000e+001  4.0000000e+001  1.1600000e+002  1.0000000e+000
  5.6979774e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  7.0000000e+000  7.0000000e+000  2.4000000e+001  9.1000000e+001  1.0000000e+000
  6.2147093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  5.0000000e+000  1.1000000e+001  2.8000000e+001  9.1000000e+001  1.0000000e+000
  5.5987093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  0.0000000e+000  7.0000000e+000  3.4000000e+001  1.1000000e+002  1.0000000e+000
  5.0747093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.2000000e+001  7.0000000e+000  3.3000000e+001  7.5000000e+001  1.0000000e+000
  5.6648528e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  8.0000000e+000  1.2000000e+001  1.7000000e+001  9.4000000e+001  1.0000000e+000
  5.4637093e+000  1.3000000e+001  1.0000000e+001  2.9000000e+001  1.2000000e+001  1.2000000e+001  2.7000000e+001  1.0900000e+002  1.0000000e+000
  6.1348528e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  8.0000000e+000  8.0000000e+000  3.8000000e+001  1.2200000e+002  1.0000000e+000
  6.4378528e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  8.0000000e+000  1.1000000e+001  2.6000000e+001  1.0200000e+002  1.0000000e+000
  6.0867093e+000  1.4000000e+001  1.3000000e+001  3.3000000e+001  1.0000000e+001  8.0000000e+000  3.8000000e+001  1.2200000e+002  1.0000000e+000
  6.3368528e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  1.0000000e+001  1.0000000e+001  3.8000000e+001  1.0500000e+002  1.0000000e+000
  5.7868528e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  9.0000000e+000  9.0000000e+000  3.7000000e+001  1.1300000e+002  1.0000000e+000
  5.5594994e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2000000e+001  8.0000000e+000  3.4000000e+001  1.0400000e+002  1.0000000e+000
  6.1758528e+000  1.6000000e+001  1.2000000e+001  3.4000000e+001  1.1000000e+001  9.0000000e+000  4.3000000e+001  1.2400000e+002  1.0000000e+000
  5.3547093e+000  1.3000000e+001  1.3000000e+001  3.2000000e+001  8.0000000e+000  1.2000000e+001  3.1000000e+001  1.1000000e+002  1.0000000e+000
  5.7897093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  1.2000000e+001  1.2000000e+001  3.7000000e+001  9.5000000e+001  1.0000000e+000
  5.9527093e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  0.0000000e+000  1.8000000e+001  3.9000000e+001  1.2000000e+002  1.0000000e+000
  5.8167093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  8.0000000e+000  1.2000000e+001  3.9000000e+001  1.0500000e+002  1.0000000e+000
  5.8477093e+000  1.6000000e+001  6.0000000e+000  2.8000000e+001  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2100000e+002  1.0000000e+000
  7.0918528e+000  1.4000000e+001  1.6000000e+001  3.6000000e+001  1.0000000e+001  8.0000000e+000  4.2000000e+001  9.6000000e+001  1.0000000e+000
  6.1097093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.2000000e+001  9.0000000e+000  2.6000000e+001  1.1000000e+002  1.0000000e+000
  6.1397093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  1.1000000e+001  1.2000000e+001  3.2000000e+001  9.2000000e+001  1.0000000e+000
  5.6667093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  9.0000000e+000  3.4000000e+001  9.8000000e+001  1.0000000e+000
  6.5667093e+000  1.6000000e+001  1.4000000e+001  3.6000000e+001  1.2000000e+001  1.1000000e+001  4.3000000e+001  1.0900000e+002  1.0000000e+000
  6.8170308e+000  1.8000000e+001  1.2000000e+001  3.6000000e+001  1.1000000e+001  1.1000000e+001  4.4000000e+001  1.1800000e+002  1.0000000e+000
  6.0017093e+000  1.8000000e+001  1.0000000e+001  3.4000000e+001  0.0000000e+000  1.4000000e+001  4.2000000e+001  9.7000000e+001  1.0000000e+000
  5.9617093e+000  1.7000000e+001  1.4000000e+001  3.7000000e+001  8.0000000e+000  1.6000000e+001  4.2000000e+001  9.5000000e+001  1.0000000e+000
  5.3467093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  8.0000000e+000  1.0000000e+001  4.0000000e+001  9.9000000e+001  1.0000000e+000
  5.3467093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2000000e+001  1.0000000e+001  3.1000000e+001  1.0600000e+002  1.0000000e+000
  5.7084923e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  0.0000000e+000  1.2000000e+001  3.3000000e+001  1.1700000e+002  1.0000000e+000
  5.4164923e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  6.0000000e+000  1.2000000e+001  4.7000000e+001  9.0000000e+001  1.0000000e+000
  6.1654923e+000  1.4000000e+001  1.4000000e+001  3.4000000e+001  0.0000000e+000  0.0000000e+000  4.5000000e+001  9.8000000e+001  1.0000000e+000
  5.5334712e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  1.1000000e+001  1.2000000e+001  4.4000000e+001  9.5000000e+001  1.0000000e+000
  5.4164923e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.1000000e+001  1.2000000e+001  4.3000000e+001  1.1500000e+002  1.0000000e+000
  5.9911630e+000  1.5000000e+001  1.0000000e+001  3.1000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  1.0600000e+002  1.0000000e+000
  5.8467093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  8.0000000e+000  8.0000000e+000  2.6000000e+001  1.1400000e+002  1.0000000e+000
  6.0697093e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  1.0000000e+001  1.2000000e+001  3.4000000e+001  9.2000000e+001  1.0000000e+000
  6.3744923e+000  1.7000000e+001  8.0000000e+000  3.1000000e+001  1.2000000e+001  1.3000000e+001  3.6000000e+001  1.1900000e+002  1.0000000e+000
  5.4377093e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  1.2000000e+001  1.3000000e+001  3.2000000e+001  8.5000000e+001  1.0000000e+000
  5.6364923e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.4000000e+001  9.8000000e+001  1.0000000e+000
  5.4454923e+000  1.3000000e+001  9.0000000e+000  2.8000000e+001  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.1400000e+002  1.0000000e+000
  6.5511630e+000  1.8000000e+001  1.3000000e+001  3.7000000e+001  1.2000000e+001  8.0000000e+000  4.2000000e+001  8.4000000e+001  1.0000000e+000
  5.9817093e+000  1.3000000e+001  1.4000000e+001  3.3000000e+001  1.6000000e+001  1.6000000e+001  4.2000000e+001  1.0800000e+002  1.0000000e+000
  5.4807093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  4.0000000e+000  8.0000000e+000  3.2000000e+001  1.0700000e+002  1.0000000e+000
  6.1397093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  1.2000000e+001  1.6000000e+001  3.5000000e+001  8.4000000e+001  1.0000000e+000
  5.6171630e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.2000000e+001  1.0000000e+001  2.2000000e+001  8.6000000e+001  1.0000000e+000
  5.8794923e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  1.2000000e+001  1.0000000e+001  2.7000000e+001  8.8000000e+001  1.0000000e+000
  5.5218528e+000  1.1000000e+001  2.0000000e+001  3.7000000e+001  0.0000000e+000  0.0000000e+000  3.4000000e+001  9.7000000e+001  1.0000000e+000
  5.9138528e+000  1.0000000e+001  2.2000000e+001  3.8000000e+001  9.0000000e+000  0.0000000e+000  3.1000000e+001  8.4000000e+001  1.0000000e+000
  6.2147093e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  1.4000000e+001  1.2000000e+001  4.5000000e+001  1.1700000e+002  1.0000000e+000
  6.3241630e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.4000000e+001  1.2000000e+001  4.2000000e+001  1.1000000e+002  1.0000000e+000
  5.9915657e+000  1.3000000e+001  1.4000000e+001  3.3000000e+001  0.0000000e+000  9.0000000e+000  3.2000000e+001  1.0400000e+002  1.0000000e+000
  5.9007093e+000  1.4000000e+001  9.0000000e+000  2.9000000e+001  0.0000000e+000  9.0000000e+000  2.6000000e+001  1.1000000e+002  1.0000000e+000
  6.2887093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  1.1000000e+001  3.3000000e+001  9.9000000e+001  1.0000000e+000
  5.1817093e+000  1.0000000e+001  2.2000000e+001  3.8000000e+001  0.0000000e+000  0.0000000e+000  3.1000000e+001  8.0000000e+001  1.0000000e+000
  4.6627093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  0.0000000e+000  4.3000000e+001  1.0100000e+002  1.0000000e+000
  6.2147093e+000  1.4000000e+001  8.0000000e+000  2.8000000e+001  1.2000000e+001  1.2000000e+001  3.1000000e+001  1.1700000e+002  1.0000000e+000
  6.8021815e+000  1.3000000e+001  1.7000000e+001  3.6000000e+001  0.0000000e+000  0.0000000e+000  4.1000000e+001  1.0800000e+002  1.0000000e+000
  6.2311779e+000  1.6000000e+001  1.6000000e+001  3.8000000e+001  1.0000000e+001  1.0000000e+001  3.3000000e+001  6.9000000e+001  0.0000000e+000
  6.5448528e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  9.0000000e+000  1.1000000e+001  3.8000000e+001  1.0900000e+002  0.0000000e+000
  5.9124923e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  8.0000000e+000  8.0000000e+000  3.9000000e+001  8.5000000e+001  1.0000000e+000
  5.7607093e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  9.0000000e+000  1.1000000e+001  3.6000000e+001  1.1400000e+002  1.0000000e+000
  5.0110272e+000  1.3000000e+001  1.9000000e+001  3.8000000e+001  0.0000000e+000  0.0000000e+000  4.6000000e+001  9.0000000e+001  1.0000000e+000
  5.5608528e+000  1.8000000e+001  5.0000000e+000  2.9000000e+001  1.4000000e+001  1.2000000e+001  3.0000000e+001  1.0700000e+002  1.0000000e+000
  6.7628528e+000  1.8000000e+001  1.3000000e+001  3.7000000e+001  8.0000000e+000  1.2000000e+001  4.1000000e+001  1.1700000e+002  1.0000000e+000
  6.8688528e+000  1.8000000e+001  1.4000000e+001  3.8000000e+001  1.8000000e+001  1.6000000e+001  4.7000000e+001  1.1200000e+002  1.0000000e+000
  6.5411744e+000  1.8000000e+001  1.3000000e+001  3.7000000e+001  1.8000000e+001  1.4000000e+001  4.6000000e+001  1.0600000e+002  1.0000000e+000
  6.7627093e+000  1.5000000e+001  1.0000000e+001  3.1000000e+001  1.7000000e+001  1.2000000e+001  3.8000000e+001  1.1600000e+002  1.0000000e+000
  6.1348528e+000  1.4000000e+001  1.1000000e+001  3.1000000e+001  0.0000000e+000  8.0000000e+000  4.4000000e+001  1.2300000e+002  1.0000000e+000
  6.1007093e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  0.0000000e+000  8.0000000e+000  4.0000000e+001  1.1800000e+002  1.0000000e+000
  5.0843488e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  0.0000000e+000  0.0000000e+000  2.0000000e+001  9.1000000e+001  1.0000000e+000
  6.3967093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  7.0000000e+000  1.2000000e+001  2.9000000e+001  1.0300000e+002  1.0000000e+000
  5.8007093e+000  1.4000000e+001  1.7000000e+001  3.7000000e+001  6.0000000e+000  8.0000000e+000  4.0000000e+001  1.1400000e+002  1.0000000e+000
  5.9267093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  6.0000000e+000  1.2000000e+001  3.6000000e+001  1.0200000e+002  1.0000000e+000
  6.1520308e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  6.0000000e+000  3.6000000e+001  1.0400000e+002  1.0000000e+000
  6.0217093e+000  1.4000000e+001  1.3000000e+001  3.3000000e+001  1.2000000e+001  1.4000000e+001  4.3000000e+001  1.1200000e+002  1.0000000e+000
  6.2317093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.9000000e+001  1.0700000e+002  1.0000000e+000
  6.3418528e+000  1.4000000e+001  1.4000000e+001  3.4000000e+001  1.2000000e+001  1.2000000e+001  3.6000000e+001  1.1700000e+002  1.0000000e+000
  5.8864923e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  0.0000000e+000  3.6000000e+001  1.1000000e+002  1.0000000e+000
  6.2324160e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  1.1000000e+001  1.2000000e+001  4.2000000e+001  9.6000000e+001  1.0000000e+000
  6.0527093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.2000000e+001  8.0000000e+000  3.8000000e+001  9.0000000e+001  0.0000000e+000
  6.0200194e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  7.0000000e+000  8.0000000e+000  2.7000000e+001  9.7000000e+001  1.0000000e+000
  5.7787093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  8.0000000e+000  9.0000000e+000  4.0000000e+001  9.9000000e+001  0.0000000e+000
  5.0107093e+000  1.0000000e+001  1.4000000e+001  3.0000000e+001  5.0000000e+000  8.0000000e+000  2.9000000e+001  9.9000000e+001  1.0000000e+000
  5.3697093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  0.0000000e+000  1.1000000e+001  3.2000000e+001  9.7000000e+001  0.0000000e+000
  6.3891630e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  0.0000000e+000  1.1000000e+001  4.0000000e+001  9.5000000e+001  0.0000000e+000
  5.9187093e+000  1.4000000e+001  1.1000000e+001  3.1000000e+001  0.0000000e+000  8.0000000e+000  4.4000000e+001  1.2600000e+002  1.0000000e+000
  6.1357093e+000  1.7000000e+001  1.5000000e+001  3.8000000e+001  8.0000000e+000  1.2000000e+001  4.9000000e+001  1.0900000e+002  1.0000000e+000
  5.3897093e+000  1.1000000e+001  1.6000000e+001  3.3000000e+001  0.0000000e+000  1.1000000e+001  2.2000000e+001  8.6000000e+001  0.0000000e+000
  5.6344923e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  1.2000000e+001  1.2000000e+001  4.8000000e+001  1.1900000e+002  1.0000000e+000
  5.8187093e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  1.2000000e+001  1.2000000e+001  3.8000000e+001  1.0200000e+002  1.0000000e+000
  6.0471630e+000  1.8000000e+001  1.4000000e+001  3.8000000e+001  5.0000000e+000  9.0000000e+000  4.5000000e+001  1.0500000e+002  1.0000000e+000
  5.4074160e+000  1.7000000e+001  6.0000000e+000  2.9000000e+001  0.0000000e+000  1.2000000e+001  4.0000000e+001  1.1700000e+002  1.0000000e+000
  6.7634923e+000  1.6000000e+001  1.6000000e+001  3.8000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  1.1200000e+002  1.0000000e+000
  6.0477093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  6.0000000e+000  8.0000000e+000  2.8000000e+001  8.9000000e+001  1.0000000e+000
  5.2980308e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  6.0000000e+000  1.2000000e+001  3.9000000e+001  1.3100000e+002  1.0000000e+000
  6.3580308e+000  1.6000000e+001  6.0000000e+000  2.8000000e+001  1.6000000e+001  1.6000000e+001  2.8000000e+001  1.1400000e+002  1.0000000e+000
  6.1347093e+000  1.4000000e+001  1.7000000e+001  3.7000000e+001  1.4000000e+001  1.0000000e+001  3.5000000e+001  9.8000000e+001  1.0000000e+000
  6.0587093e+000  1.3000000e+001  1.3000000e+001  3.2000000e+001  0.0000000e+000  0.0000000e+000  4.1000000e+001  1.2400000e+002  1.0000000e+000
  6.1757093e+000  1.4000000e+001  9.0000000e+000  2.9000000e+001  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2500000e+002  1.0000000e+000
  5.7684923e+000  1.8000000e+001  1.2000000e+001  3.6000000e+001  1.6000000e+001  1.0000000e+001  3.8000000e+001  1.0000000e+002  1.0000000e+000
  6.1757093e+000  1.4000000e+001  1.1000000e+001  3.1000000e+001  9.0000000e+000  1.1000000e+001  2.1000000e+001  8.4000000e+001  0.0000000e+000
  5.9010299e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.2000000e+001  8.0000000e+000  2.6000000e+001  1.1300000e+002  1.0000000e+000
  5.9917093e+000  1.6000000e+001  1.3000000e+001  3.5000000e+001  1.2000000e+001  1.0000000e+001  4.6000000e+001  1.0200000e+002  1.0000000e+000
  5.4816501e+000  1.8000000e+001  7.0000000e+000  3.1000000e+001  9.0000000e+000  1.2000000e+001  3.3000000e+001  8.2000000e+001  1.0000000e+000
  5.9917093e+000  1.4000000e+001  1.5000000e+001  3.5000000e+001  1.0000000e+001  1.2000000e+001  4.7000000e+001  1.1200000e+002  1.0000000e+000
  5.8467093e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  5.0000000e+000  8.0000000e+000  3.8000000e+001  1.1100000e+002  1.0000000e+000
  6.3097093e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  8.0000000e+000  1.1000000e+001  2.4000000e+001  9.6000000e+001  1.0000000e+000
  6.4527093e+000  1.6000000e+001  1.5000000e+001  3.7000000e+001  1.6000000e+001  1.6000000e+001  4.8000000e+001  1.2700000e+002  1.0000000e+000
  6.9482171e+000  1.5000000e+001  1.6000000e+001  3.7000000e+001  0.0000000e+000  8.0000000e+000  4.7000000e+001  9.7000000e+001  1.0000000e+000
  7.6012171e+000  1.4000000e+001  1.6000000e+001  3.6000000e+001  0.0000000e+000  1.2000000e+001  5.0000000e+001  1.2000000e+002  1.0000000e+000
  5.8837093e+000  1.6000000e+001  1.3000000e+001  3.5000000e+001  1.4000000e+001  1.6000000e+001  4.1000000e+001  1.0100000e+002  1.0000000e+000
  5.8927093e+000  1.4000000e+001  1.7000000e+001  3.7000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  1.2000000e+002  1.0000000e+000
  5.9427093e+000  1.3000000e+001  1.2000000e+001  3.1000000e+001  1.0000000e+001  8.0000000e+000  3.4000000e+001  9.9000000e+001  0.0000000e+000
  5.4317093e+000  1.3000000e+001  1.0000000e+001  2.9000000e+001  9.0000000e+000  8.0000000e+000  3.3000000e+001  7.8000000e+001  0.0000000e+000
  5.2984923e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.1000000e+001  5.0000000e+000  2.3000000e+001  1.1000000e+002  1.0000000e+000
  4.7487093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.1000000e+001  5.0000000e+000  3.5000000e+001  9.4000000e+001  1.0000000e+000
  6.3587093e+000  1.6000000e+001  1.5000000e+001  3.7000000e+001  1.3000000e+001  1.7000000e+001  5.0000000e+001  1.2000000e+002  1.0000000e+000
  6.2711630e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  8.0000000e+000  4.5000000e+001  1.0800000e+002  1.0000000e+000
  6.0637093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  1.1000000e+001  1.1000000e+001  3.1000000e+001  1.0300000e+002  1.0000000e+000
  6.2141630e+000  1.1000000e+001  1.8000000e+001  3.5000000e+001  0.0000000e+000  0.0000000e+000  3.9000000e+001  9.7000000e+001  1.0000000e+000
  6.2147093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  1.3000000e+001  1.1000000e+001  3.6000000e+001  1.0600000e+002  1.0000000e+000
  5.5137093e+000  1.1000000e+001  1.2000000e+001  2.9000000e+001  0.0000000e+000  0.0000000e+000  2.2000000e+001  9.9000000e+001  0.0000000e+000
  6.0077093e+000  1.0000000e+001  2.1000000e+001  3.7000000e+001  0.0000000e+000  1.1000000e+001  1.8000000e+001  7.2000000e+001  0.0000000e+000
  5.7687093e+000  1.0000000e+001  2.1000000e+001  3.7000000e+001  8.0000000e+000  1.1000000e+001  2.9000000e+001  8.8000000e+001  0.0000000e+000
  6.0407093e+000  1.6000000e+001  1.5000000e+001  3.7000000e+001  1.3000000e+001  1.2000000e+001  3.7000000e+001  1.1900000e+002  1.0000000e+000
  6.2908528e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  8.0000000e+000  3.3000000e+001  8.7000000e+001  1.0000000e+000
  5.7898528e+000  1.7000000e+001  1.1000000e+001  3.4000000e+001  1.2000000e+001  1.1000000e+001  4.9000000e+001  1.2100000e+002  1.0000000e+000
  5.9668528e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  8.0000000e+000  1.2000000e+001  3.3000000e+001  1.1200000e+002  1.0000000e+000
  6.2110308e+000  1.5000000e+001  1.5000000e+001  3.6000000e+001  1.5000000e+001  1.2000000e+001  3.6000000e+001  1.0300000e+002  1.0000000e+000
  6.8688528e+000  1.6000000e+001  1.5000000e+001  3.7000000e+001  1.8000000e+001  1.6000000e+001  4.8000000e+001  9.9000000e+001  1.0000000e+000
  6.1757093e+000  1.5000000e+001  1.6000000e+001  3.7000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  1.0100000e+002  1.0000000e+000
  6.1453251e+000  1.5000000e+001  1.1000000e+001  3.2000000e+001  0.0000000e+000  0.0000000e+000  3.4000000e+001  1.1700000e+002  1.0000000e+000
  6.0094923e+000  1.4000000e+001  1.6000000e+001  3.6000000e+001  8.0000000e+000  8.0000000e+000  4.1000000e+001  1.0900000e+002  1.0000000e+000
  6.4343251e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  1.2000000e+001  1.2000000e+001  4.6000000e+001  7.3000000e+001  1.0000000e+000
  5.7897093e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  1.6000000e+001  1.6000000e+001  2.7000000e+001  1.1600000e+002  1.0000000e+000
  5.7837093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.2000000e+001  1.2000000e+001  4.2000000e+001  9.8000000e+001  1.0000000e+000
  5.8471744e+000  1.4000000e+001  1.0000000e+001  3.0000000e+001  1.2000000e+001  1.4000000e+001  4.3000000e+001  1.0400000e+002  1.0000000e+000
  5.7117093e+000  1.4000000e+001  1.1000000e+001  3.1000000e+001  1.2000000e+001  1.2000000e+001  2.9000000e+001  7.8000000e+001  1.0000000e+000
  6.0027093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  0.0000000e+000  4.3000000e+001  1.0400000e+002  1.0000000e+000
  6.2534923e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  1.2000000e+001  1.2000000e+001  3.9000000e+001  8.5000000e+001  1.0000000e+000
  6.0157093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.0000000e+001  1.2000000e+001  2.5000000e+001  1.0400000e+002  1.0000000e+000
  6.2917093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  0.0000000e+000  0.0000000e+000  3.7000000e+001  1.0700000e+002  1.0000000e+000
  5.9927093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  1.0000000e+001  8.0000000e+000  4.8000000e+001  1.0900000e+002  1.0000000e+000
  5.9460308e+000  1.3000000e+001  1.8000000e+001  3.7000000e+001  0.0000000e+000  1.1000000e+001  3.1000000e+001  1.1900000e+002  0.0000000e+000
  6.4218528e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  1.1000000e+001  1.0000000e+001  3.3000000e+001  9.6000000e+001  1.0000000e+000
  5.7087093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  0.0000000e+000  0.0000000e+000  3.1000000e+001  9.3000000e+001  1.0000000e+000
  5.6547093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  1.2000000e+001  1.2000000e+001  3.2000000e+001  9.0000000e+001  1.0000000e+000
  6.1094923e+000  1.5000000e+001  1.1000000e+001  3.2000000e+001  0.0000000e+000  1.2000000e+001  2.9000000e+001  1.0300000e+002  1.0000000e+000
  6.7177093e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  1.2000000e+001  1.4000000e+001  4.1000000e+001  1.0600000e+002  1.0000000e+000
  5.8997093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  1.4000000e+001  3.2000000e+001  9.6000000e+001  1.0000000e+000
  5.4807093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  8.0000000e+000  8.0000000e+000  3.9000000e+001  1.1400000e+002  1.0000000e+000
  5.9407093e+000  1.1000000e+001  1.4000000e+001  3.1000000e+001  0.0000000e+000  9.0000000e+000  3.3000000e+001  8.6000000e+001  1.0000000e+000
  5.7684923e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  1.2000000e+001  1.3000000e+001  3.8000000e+001  1.1000000e+002  1.0000000e+000
  6.3140308e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  1.2000000e+001  1.2000000e+001  4.1000000e+001  8.7000000e+001  1.0000000e+000
  5.9917093e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.2000000e+001  1.3000000e+001  3.1000000e+001  8.9000000e+001  1.0000000e+000
  5.9140194e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  0.0000000e+000  8.0000000e+000  4.0000000e+001  1.0600000e+002  1.0000000e+000
  5.6343251e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  8.0000000e+000  5.0000000e+000  4.3000000e+001  1.0000000e+002  1.0000000e+000
  6.2704923e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  4.0000000e+000  1.6000000e+001  3.8000000e+001  1.1100000e+002  1.0000000e+000
  6.1757093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  1.2000000e+001  1.2000000e+001  4.0000000e+001  1.0000000e+002  1.0000000e+000
  6.3577093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  1.0000000e+001  1.2000000e+001  3.8000000e+001  1.1400000e+002  1.0000000e+000
  5.6891630e+000  1.8000000e+001  1.0000000e+001  3.4000000e+001  0.0000000e+000  1.3000000e+001  4.5000000e+001  9.8000000e+001  1.0000000e+000
  5.7447093e+000  1.1000000e+001  1.3000000e+001  3.0000000e+001  8.0000000e+000  9.0000000e+000  2.4000000e+001  8.9000000e+001  1.0000000e+000
  6.1091744e+000  1.0000000e+001  1.4000000e+001  3.0000000e+001  9.0000000e+000  1.1000000e+001  2.3000000e+001  7.4000000e+001  1.0000000e+000
  6.0010308e+000  1.8000000e+001  1.3000000e+001  3.7000000e+001  1.2000000e+001  1.2000000e+001  3.7000000e+001  1.1000000e+002  0.0000000e+000
